Index;Reference;Index_paragraph;Token;Start_pos;ToposText_update
10131;urn:cts:latinLit:phi0978.phi001:4.23.3;6;Lea;31;B-['place']
10132;urn:cts:latinLit:phi0978.phi001:4.23.3;7;,;34;O
10133;urn:cts:latinLit:phi0978.phi001:4.23.3;8;Ascania;36;B-['place']
10134;urn:cts:latinLit:phi0978.phi001:4.23.3;9;,;43;O
10135;urn:cts:latinLit:phi0978.phi001:4.23.3;10;Anaphe;45;B-['place']
10136;urn:cts:latinLit:phi0978.phi001:4.23.3;11;,;51;O
10137;urn:cts:latinLit:phi0978.phi001:4.23.3;12;Hippuris;53;B-['place']
10138;urn:cts:latinLit:phi0978.phi001:4.23.3;13;,;61;O
10139;urn:cts:latinLit:phi0978.phi001:4.23.3;14;and;63;O
10140;urn:cts:latinLit:phi0978.phi001:4.23.3;15;Astypalaea;67;B-['place']
10141;urn:cts:latinLit:phi0978.phi001:4.23.3;16;,;77;O
10142;urn:cts:latinLit:phi0978.phi001:4.23.3;17;a;79;O
10143;urn:cts:latinLit:phi0978.phi001:4.23.3;18;free;81;O
10144;urn:cts:latinLit:phi0978.phi001:4.23.3;19;state;86;O
10145;urn:cts:latinLit:phi0978.phi001:4.23.3;20;.;91;O
10146;urn:cts:latinLit:phi0978.phi001:4.23.3;21;This;93;O
10147;urn:cts:latinLit:phi0978.phi001:4.23.3;22;island;98;O
10148;urn:cts:latinLit:phi0978.phi001:4.23.3;23;is;105;O
10149;urn:cts:latinLit:phi0978.phi001:4.23.3;24;eighty-eight;108;O
10150;urn:cts:latinLit:phi0978.phi001:4.23.3;25;miles;121;O
10151;urn:cts:latinLit:phi0978.phi001:4.23.3;26;in;127;O
10152;urn:cts:latinLit:phi0978.phi001:4.23.3;27;circumference;130;O
10153;urn:cts:latinLit:phi0978.phi001:4.23.3;28;,;143;O
10154;urn:cts:latinLit:phi0978.phi001:4.23.3;29;and;145;O
10155;urn:cts:latinLit:phi0978.phi001:4.23.3;30;125;149;O
10156;urn:cts:latinLit:phi0978.phi001:4.23.3;31;miles;153;O
10157;urn:cts:latinLit:phi0978.phi001:4.23.3;32;distant;159;O
10158;urn:cts:latinLit:phi0978.phi001:4.23.3;33;from;167;O
10159;urn:cts:latinLit:phi0978.phi001:4.23.3;34;Cadistus;172;B-['place']
10160;urn:cts:latinLit:phi0978.phi001:4.23.3;35;,;180;O
10161;urn:cts:latinLit:phi0978.phi001:4.23.3;36;in;182;O
10162;urn:cts:latinLit:phi0978.phi001:4.23.3;37;Crete;185;B-['place']
10163;urn:cts:latinLit:phi0978.phi001:4.23.3;38;.;190;O
10164;urn:cts:latinLit:phi0978.phi001:4.23.3;39;From;192;O
10165;urn:cts:latinLit:phi0978.phi001:4.23.3;40;Astypalaea;197;B-['place']
10166;urn:cts:latinLit:phi0978.phi001:4.23.3;41;,;207;O
10167;urn:cts:latinLit:phi0978.phi001:4.23.3;42;Platea;209;B-['place']
10168;urn:cts:latinLit:phi0978.phi001:4.23.3;43;is;216;O
10169;urn:cts:latinLit:phi0978.phi001:4.23.3;44;distant;219;O
10170;urn:cts:latinLit:phi0978.phi001:4.23.3;45;sixty;227;O
10171;urn:cts:latinLit:phi0978.phi001:4.23.3;46;miles;233;O
10172;urn:cts:latinLit:phi0978.phi001:4.23.3;47;,;238;O
10173;urn:cts:latinLit:phi0978.phi001:4.23.3;48;and;240;O
10174;urn:cts:latinLit:phi0978.phi001:4.23.3;49;Caminia;244;B-['place']
10175;urn:cts:latinLit:phi0978.phi001:4.23.3;50;thirty-eight;252;O
10176;urn:cts:latinLit:phi0978.phi001:4.23.3;51;from;265;O
10177;urn:cts:latinLit:phi0978.phi001:4.23.3;52;this;270;O
10178;urn:cts:latinLit:phi0978.phi001:4.23.3;53;last;275;O
10179;urn:cts:latinLit:phi0978.phi001:4.23.3;54;.;279;O
10180;urn:cts:latinLit:phi0978.phi001:4.23.3;55;We;281;O
10181;urn:cts:latinLit:phi0978.phi001:4.23.3;56;then;284;O
10182;urn:cts:latinLit:phi0978.phi001:4.23.3;57;come;289;O
10183;urn:cts:latinLit:phi0978.phi001:4.23.3;58;to;294;O
10184;urn:cts:latinLit:phi0978.phi001:4.23.3;59;the;297;O
10185;urn:cts:latinLit:phi0978.phi001:4.23.3;60;islands;301;O
10186;urn:cts:latinLit:phi0978.phi001:4.23.3;61;of;309;O
10187;urn:cts:latinLit:phi0978.phi001:4.23.3;62;Azibintha;312;B-LOC
10188;urn:cts:latinLit:phi0978.phi001:4.23.3;63;,;321;O
10189;urn:cts:latinLit:phi0978.phi001:4.23.3;64;Lamse;323;B-LOC
10190;urn:cts:latinLit:phi0978.phi001:4.23.3;65;,;328;O
10191;urn:cts:latinLit:phi0978.phi001:4.23.3;66;Tragaea;330;B-['place']
10192;urn:cts:latinLit:phi0978.phi001:4.23.3;67;,;337;O
10193;urn:cts:latinLit:phi0978.phi001:4.23.3;68;Pharmacussa;339;B-['place']
10194;urn:cts:latinLit:phi0978.phi001:4.23.3;69;,;350;O
10195;urn:cts:latinLit:phi0978.phi001:4.23.3;70;Thetaedia;352;B-LOC
10196;urn:cts:latinLit:phi0978.phi001:4.23.3;71;,;361;O
10197;urn:cts:latinLit:phi0978.phi001:4.23.3;72;Chalcia;363;B-['place']
10198;urn:cts:latinLit:phi0978.phi001:4.23.3;73;,;370;O
10199;urn:cts:latinLit:phi0978.phi001:4.23.3;74;Calymna;372;B-['place']
10200;urn:cts:latinLit:phi0978.phi001:4.23.3;75;,;379;O
10201;urn:cts:latinLit:phi0978.phi001:4.23.3;76;in;381;O
10202;urn:cts:latinLit:phi0978.phi001:4.23.3;77;which;384;O
10203;urn:cts:latinLit:phi0978.phi001:4.23.3;78;is;390;O
10204;urn:cts:latinLit:phi0978.phi001:4.23.3;79;a;393;O
10205;urn:cts:latinLit:phi0978.phi001:4.23.3;80;town;395;O
10206;urn:cts:latinLit:phi0978.phi001:4.23.3;81;,;399;O
10207;urn:cts:latinLit:phi0978.phi001:4.23.3;82;Coos;401;B-['place']
10208;urn:cts:latinLit:phi0978.phi001:4.23.3;83;,;405;O
10209;urn:cts:latinLit:phi0978.phi001:4.23.3;84;Eulimna;407;B-['place']
10210;urn:cts:latinLit:phi0978.phi001:4.23.3;85;,;414;O
10211;urn:cts:latinLit:phi0978.phi001:4.23.3;86;at;416;O
10212;urn:cts:latinLit:phi0978.phi001:4.23.3;87;a;419;O
10213;urn:cts:latinLit:phi0978.phi001:4.23.3;88;distance;421;O
10214;urn:cts:latinLit:phi0978.phi001:4.23.3;89;of;430;O
10215;urn:cts:latinLit:phi0978.phi001:4.23.3;90;twenty-five;433;O
10216;urn:cts:latinLit:phi0978.phi001:4.23.3;91;miles;445;O
10217;urn:cts:latinLit:phi0978.phi001:4.23.3;92;from;451;O
10218;urn:cts:latinLit:phi0978.phi001:4.23.3;93;which;456;O
10219;urn:cts:latinLit:phi0978.phi001:4.23.3;94;is;462;O
10220;urn:cts:latinLit:phi0978.phi001:4.23.3;95;Carpathus;465;B-['place']
10221;urn:cts:latinLit:phi0978.phi001:4.23.3;96;,;474;O
10222;urn:cts:latinLit:phi0978.phi001:4.23.3;97;which;476;O
10223;urn:cts:latinLit:phi0978.phi001:4.23.3;98;has;482;O
10224;urn:cts:latinLit:phi0978.phi001:4.23.3;99;given;486;O
10225;urn:cts:latinLit:phi0978.phi001:4.23.3;100;its;492;O
10226;urn:cts:latinLit:phi0978.phi001:4.23.3;101;name;496;O
10227;urn:cts:latinLit:phi0978.phi001:4.23.3;102;to;501;O
10228;urn:cts:latinLit:phi0978.phi001:4.23.3;103;the;504;O
10229;urn:cts:latinLit:phi0978.phi001:4.23.3;104;Carpathian;508;B-LOC
10230;urn:cts:latinLit:phi0978.phi001:4.23.3;105;Sea;519;I-LOC
10231;urn:cts:latinLit:phi0978.phi001:4.23.3;106;.;522;O
10232;urn:cts:latinLit:phi0978.phi001:4.23.3;107;The;524;O
10233;urn:cts:latinLit:phi0978.phi001:4.23.3;108;distance;528;O
10234;urn:cts:latinLit:phi0978.phi001:4.23.3;109;thence;537;O
10235;urn:cts:latinLit:phi0978.phi001:4.23.3;110;to;544;O
10236;urn:cts:latinLit:phi0978.phi001:4.23.3;111;Rhodes;547;B-['place']
10237;urn:cts:latinLit:phi0978.phi001:4.23.3;112;,;553;O
10238;urn:cts:latinLit:phi0978.phi001:4.23.3;113;in;555;O
10239;urn:cts:latinLit:phi0978.phi001:4.23.3;114;the;558;O
10240;urn:cts:latinLit:phi0978.phi001:4.23.3;115;direction;562;O
10241;urn:cts:latinLit:phi0978.phi001:4.23.3;116;of;572;O
10242;urn:cts:latinLit:phi0978.phi001:4.23.3;117;the;575;O
10243;urn:cts:latinLit:phi0978.phi001:4.23.3;118;south-west;579;O
10244;urn:cts:latinLit:phi0978.phi001:4.23.3;119;wind;590;O
10245;urn:cts:latinLit:phi0978.phi001:4.23.3;120;,;594;O
10246;urn:cts:latinLit:phi0978.phi001:4.23.3;121;is;596;O
10247;urn:cts:latinLit:phi0978.phi001:4.23.3;122;fifty;599;O
10248;urn:cts:latinLit:phi0978.phi001:4.23.3;123;miles;605;O
10249;urn:cts:latinLit:phi0978.phi001:4.23.3;124;.;610;O
10250;urn:cts:latinLit:phi0978.phi001:4.23.3;125;From;612;O
10251;urn:cts:latinLit:phi0978.phi001:4.23.3;126;Carpathus;617;B-['place']
10252;urn:cts:latinLit:phi0978.phi001:4.23.3;127;to;627;O
10253;urn:cts:latinLit:phi0978.phi001:4.23.3;128;Casus;630;B-['place']
10254;urn:cts:latinLit:phi0978.phi001:4.23.3;129;is;636;O
10255;urn:cts:latinLit:phi0978.phi001:4.23.3;130;seven;639;O
10256;urn:cts:latinLit:phi0978.phi001:4.23.3;131;miles;645;O
10257;urn:cts:latinLit:phi0978.phi001:4.23.3;132;,;650;O
10258;urn:cts:latinLit:phi0978.phi001:4.23.3;133;and;652;O
10259;urn:cts:latinLit:phi0978.phi001:4.23.3;134;from;656;O
10260;urn:cts:latinLit:phi0978.phi001:4.23.3;135;Casus;661;B-['place']
10261;urn:cts:latinLit:phi0978.phi001:4.23.3;136;to;667;O
10262;urn:cts:latinLit:phi0978.phi001:4.23.3;137;Sammonium;670;B-['place']
10263;urn:cts:latinLit:phi0978.phi001:4.23.3;138;,;679;O
10264;urn:cts:latinLit:phi0978.phi001:4.23.3;139;the;681;O
10265;urn:cts:latinLit:phi0978.phi001:4.23.3;140;promontory;685;O
10266;urn:cts:latinLit:phi0978.phi001:4.23.3;141;of;696;O
10267;urn:cts:latinLit:phi0978.phi001:4.23.3;142;Crete;699;B-['place']
10268;urn:cts:latinLit:phi0978.phi001:4.23.3;143;,;704;O
10269;urn:cts:latinLit:phi0978.phi001:4.23.3;144;thirty;706;O
10270;urn:cts:latinLit:phi0978.phi001:4.23.3;145;.;712;O
10271;urn:cts:latinLit:phi0978.phi001:4.23.3;146;In;714;O
10272;urn:cts:latinLit:phi0978.phi001:4.23.3;147;the;717;O
10273;urn:cts:latinLit:phi0978.phi001:4.23.3;148;Euripus;721;B-['place']
10274;urn:cts:latinLit:phi0978.phi001:4.23.3;149;of;729;O
10275;urn:cts:latinLit:phi0978.phi001:4.23.3;150;Euboea;732;B-['place']
10276;urn:cts:latinLit:phi0978.phi001:4.23.3;151;,;738;O
10277;urn:cts:latinLit:phi0978.phi001:4.23.3;152;almost;740;O
10278;urn:cts:latinLit:phi0978.phi001:4.23.3;153;at;747;O
10279;urn:cts:latinLit:phi0978.phi001:4.23.3;154;the;750;O
10280;urn:cts:latinLit:phi0978.phi001:4.23.3;155;very;754;O
10281;urn:cts:latinLit:phi0978.phi001:4.23.3;156;mouth;759;O
10282;urn:cts:latinLit:phi0978.phi001:4.23.3;157;of;765;O
10283;urn:cts:latinLit:phi0978.phi001:4.23.3;158;it;768;O
10284;urn:cts:latinLit:phi0978.phi001:4.23.3;159;,;770;O
10285;urn:cts:latinLit:phi0978.phi001:4.23.3;160;are;772;O
10286;urn:cts:latinLit:phi0978.phi001:4.23.3;161;the;776;O
10287;urn:cts:latinLit:phi0978.phi001:4.23.3;162;four;780;O
10288;urn:cts:latinLit:phi0978.phi001:4.23.3;163;islands;785;O
10289;urn:cts:latinLit:phi0978.phi001:4.23.3;164;called;793;O
10290;urn:cts:latinLit:phi0978.phi001:4.23.3;165;Petaliae;800;B-['place']
10291;urn:cts:latinLit:phi0978.phi001:4.23.3;166;";";808;O
10292;urn:cts:latinLit:phi0978.phi001:4.23.3;167;and;810;O
10293;urn:cts:latinLit:phi0978.phi001:4.23.3;168;,;813;O
10294;urn:cts:latinLit:phi0978.phi001:4.23.3;169;at;815;O
10295;urn:cts:latinLit:phi0978.phi001:4.23.3;170;its;818;O
10296;urn:cts:latinLit:phi0978.phi001:4.23.3;171;outlet;822;O
10297;urn:cts:latinLit:phi0978.phi001:4.23.3;172;,;828;O
10298;urn:cts:latinLit:phi0978.phi001:4.23.3;173;Atalante;830;B-['place']
10299;urn:cts:latinLit:phi0978.phi001:4.23.3;174;.;838;O
10300;urn:cts:latinLit:phi0978.phi001:4.23.3;175;The;840;O
10301;urn:cts:latinLit:phi0978.phi001:4.23.3;176;Cyclades;844;B-['place']
10302;urn:cts:latinLit:phi0978.phi001:4.23.3;177;and;853;O
10303;urn:cts:latinLit:phi0978.phi001:4.23.3;178;the;857;O
10304;urn:cts:latinLit:phi0978.phi001:4.23.3;179;Sporades;861;B-LOC
10305;urn:cts:latinLit:phi0978.phi001:4.23.3;180;are;870;O
10306;urn:cts:latinLit:phi0978.phi001:4.23.3;181;bounded;874;O
10307;urn:cts:latinLit:phi0978.phi001:4.23.3;182;on;882;O
10308;urn:cts:latinLit:phi0978.phi001:4.23.3;183;the;885;O
10309;urn:cts:latinLit:phi0978.phi001:4.23.3;184;east;889;O
10310;urn:cts:latinLit:phi0978.phi001:4.23.3;185;by;894;O
10311;urn:cts:latinLit:phi0978.phi001:4.23.3;186;the;897;O
10312;urn:cts:latinLit:phi0978.phi001:4.23.3;187;Asiatic;901;O
10313;urn:cts:latinLit:phi0978.phi001:4.23.3;188;shores;909;O
10314;urn:cts:latinLit:phi0978.phi001:4.23.3;189;of;916;O
10315;urn:cts:latinLit:phi0978.phi001:4.23.3;190;the;919;O
10316;urn:cts:latinLit:phi0978.phi001:4.23.3;191;Icarian;923;B-LOC
10317;urn:cts:latinLit:phi0978.phi001:4.23.3;192;Sea;931;I-LOC
10318;urn:cts:latinLit:phi0978.phi001:4.23.3;193;,;934;O
10319;urn:cts:latinLit:phi0978.phi001:4.23.3;194;on;936;O
10320;urn:cts:latinLit:phi0978.phi001:4.23.3;195;the;939;O
10321;urn:cts:latinLit:phi0978.phi001:4.23.3;196;west;943;O
10322;urn:cts:latinLit:phi0978.phi001:4.23.3;197;by;948;O
10323;urn:cts:latinLit:phi0978.phi001:4.23.3;198;the;951;O
10324;urn:cts:latinLit:phi0978.phi001:4.23.3;199;Attic;955;O
10325;urn:cts:latinLit:phi0978.phi001:4.23.3;200;shores;961;O
10326;urn:cts:latinLit:phi0978.phi001:4.23.3;201;of;968;O
10327;urn:cts:latinLit:phi0978.phi001:4.23.3;202;the;971;O
10328;urn:cts:latinLit:phi0978.phi001:4.23.3;203;Myrtoan;975;B-['place']
10329;urn:cts:latinLit:phi0978.phi001:4.23.3;204;Sea;983;I-['place']
10330;urn:cts:latinLit:phi0978.phi001:4.23.3;205;,;986;O
10331;urn:cts:latinLit:phi0978.phi001:4.23.3;206;on;988;O
10332;urn:cts:latinLit:phi0978.phi001:4.23.3;207;the;991;O
10333;urn:cts:latinLit:phi0978.phi001:4.23.3;208;north;995;O
10334;urn:cts:latinLit:phi0978.phi001:4.23.3;209;by;1001;O
10335;urn:cts:latinLit:phi0978.phi001:4.23.3;210;the;1004;O
10336;urn:cts:latinLit:phi0978.phi001:4.23.3;211;Aegean;1008;B-['place']
10337;urn:cts:latinLit:phi0978.phi001:4.23.3;212;,;1014;O
10338;urn:cts:latinLit:phi0978.phi001:4.23.3;213;and;1016;O
10339;urn:cts:latinLit:phi0978.phi001:4.23.3;214;on;1020;O
10340;urn:cts:latinLit:phi0978.phi001:4.23.3;215;the;1023;O
10341;urn:cts:latinLit:phi0978.phi001:4.23.3;216;south;1027;O
10342;urn:cts:latinLit:phi0978.phi001:4.23.3;217;by;1033;O
10343;urn:cts:latinLit:phi0978.phi001:4.23.3;218;the;1036;O
10344;urn:cts:latinLit:phi0978.phi001:4.23.3;219;Cretan;1040;O
10345;urn:cts:latinLit:phi0978.phi001:4.23.3;220;and;1047;O
10346;urn:cts:latinLit:phi0978.phi001:4.23.3;221;Carpathian;1051;O
10347;urn:cts:latinLit:phi0978.phi001:4.23.3;222;seas;1062;O
10348;urn:cts:latinLit:phi0978.phi001:4.23.3;223;,;1066;O
10349;urn:cts:latinLit:phi0978.phi001:4.23.3;224;extending;1068;O
10350;urn:cts:latinLit:phi0978.phi001:4.23.3;225;700;1078;O
10351;urn:cts:latinLit:phi0978.phi001:4.23.3;226;miles;1082;O
10352;urn:cts:latinLit:phi0978.phi001:4.23.3;227;in;1088;O
10353;urn:cts:latinLit:phi0978.phi001:4.23.3;228;length;1091;O
10354;urn:cts:latinLit:phi0978.phi001:4.23.3;229;,;1097;O
10355;urn:cts:latinLit:phi0978.phi001:4.23.3;230;and;1099;O
10356;urn:cts:latinLit:phi0978.phi001:4.23.3;231;200;1103;O
10357;urn:cts:latinLit:phi0978.phi001:4.23.3;232;in;1107;O
10358;urn:cts:latinLit:phi0978.phi001:4.23.3;233;breadth;1110;O
10359;urn:cts:latinLit:phi0978.phi001:4.23.3;234;.;1117;O
10360;urn:cts:latinLit:phi0978.phi001:4.23.4;0;§;0;O
10361;urn:cts:latinLit:phi0978.phi001:4.23.4;1;4.23.4;2;O
10362;urn:cts:latinLit:phi0978.phi001:4.23.4;2;The;10;O
10363;urn:cts:latinLit:phi0978.phi001:4.23.4;3;Gulf;14;B-['place']
10364;urn:cts:latinLit:phi0978.phi001:4.23.4;4;of;19;I-['place']
10365;urn:cts:latinLit:phi0978.phi001:4.23.4;5;Pagasa;22;I-['place']
10366;urn:cts:latinLit:phi0978.phi001:4.23.4;6;has;29;O
10367;urn:cts:latinLit:phi0978.phi001:4.23.4;7;in;33;O
10368;urn:cts:latinLit:phi0978.phi001:4.23.4;8;front;36;O
10369;urn:cts:latinLit:phi0978.phi001:4.23.4;9;of;42;O
10370;urn:cts:latinLit:phi0978.phi001:4.23.4;10;it;45;O
10371;urn:cts:latinLit:phi0978.phi001:4.23.4;11;Euthia;48;B-['place']
10372;urn:cts:latinLit:phi0978.phi001:4.23.4;12;,;54;O
10373;urn:cts:latinLit:phi0978.phi001:4.23.4;13;Cicynethus;56;B-['place']
10374;urn:cts:latinLit:phi0978.phi001:4.23.4;14;,;66;O
10375;urn:cts:latinLit:phi0978.phi001:4.23.4;15;Scyros;68;B-['place']
10376;urn:cts:latinLit:phi0978.phi001:4.23.4;16;,;74;O
10377;urn:cts:latinLit:phi0978.phi001:4.23.4;17;previously;76;O
10378;urn:cts:latinLit:phi0978.phi001:4.23.4;18;mentioned;87;O
10379;urn:cts:latinLit:phi0978.phi001:4.23.4;19;,;96;O
10380;urn:cts:latinLit:phi0978.phi001:4.23.4;20;and;98;O
10381;urn:cts:latinLit:phi0978.phi001:4.23.4;21;the;102;O
10382;urn:cts:latinLit:phi0978.phi001:4.23.4;22;very;106;O
10383;urn:cts:latinLit:phi0978.phi001:4.23.4;23;furthermost;111;O
10384;urn:cts:latinLit:phi0978.phi001:4.23.4;24;of;123;O
10385;urn:cts:latinLit:phi0978.phi001:4.23.4;25;the;126;O
10386;urn:cts:latinLit:phi0978.phi001:4.23.4;26;Cyclades;130;B-['place']
10387;urn:cts:latinLit:phi0978.phi001:4.23.4;27;and;139;O
10388;urn:cts:latinLit:phi0978.phi001:4.23.4;28;Sporades;143;B-LOC
10389;urn:cts:latinLit:phi0978.phi001:4.23.4;29;,;151;O
10390;urn:cts:latinLit:phi0978.phi001:4.23.4;30;Gerontia;153;B-LOC
10391;urn:cts:latinLit:phi0978.phi001:4.23.4;31;and;162;O
10392;urn:cts:latinLit:phi0978.phi001:4.23.4;32;Scandila;166;B-['place']
10393;urn:cts:latinLit:phi0978.phi001:4.23.4;33;";";174;O
10394;urn:cts:latinLit:phi0978.phi001:4.23.4;34;the;176;O
10395;urn:cts:latinLit:phi0978.phi001:4.23.4;35;Gulf;180;B-['place']
10396;urn:cts:latinLit:phi0978.phi001:4.23.4;36;of;185;I-['place']
10397;urn:cts:latinLit:phi0978.phi001:4.23.4;37;Thermae;188;I-['place']
10398;urn:cts:latinLit:phi0978.phi001:4.23.4;38;,;195;O
10399;urn:cts:latinLit:phi0978.phi001:4.23.4;39;Iraesia;197;B-LOC
10400;urn:cts:latinLit:phi0978.phi001:4.23.4;40;,;204;O
10401;urn:cts:latinLit:phi0978.phi001:4.23.4;41;Solimnia;206;B-LOC
10402;urn:cts:latinLit:phi0978.phi001:4.23.4;42;,;214;O
10403;urn:cts:latinLit:phi0978.phi001:4.23.4;43;Eudemia;216;B-['place']
10404;urn:cts:latinLit:phi0978.phi001:4.23.4;44;,;223;O
10405;urn:cts:latinLit:phi0978.phi001:4.23.4;45;and;225;O
10406;urn:cts:latinLit:phi0978.phi001:4.23.4;46;Nea;229;B-LOC
10407;urn:cts:latinLit:phi0978.phi001:4.23.4;47;,;232;O
10408;urn:cts:latinLit:phi0978.phi001:4.23.4;48;which;234;O
10409;urn:cts:latinLit:phi0978.phi001:4.23.4;49;last;240;O
10410;urn:cts:latinLit:phi0978.phi001:4.23.4;50;is;245;O
10411;urn:cts:latinLit:phi0978.phi001:4.23.4;51;sacred;248;O
10412;urn:cts:latinLit:phi0978.phi001:4.23.4;52;to;255;O
10413;urn:cts:latinLit:phi0978.phi001:4.23.4;53;Minerva;258;O
10414;urn:cts:latinLit:phi0978.phi001:4.23.4;54;.;265;O
10415;urn:cts:latinLit:phi0978.phi001:4.23.4;55;Athos;267;B-['place']
10416;urn:cts:latinLit:phi0978.phi001:4.23.4;56;has;273;O
10417;urn:cts:latinLit:phi0978.phi001:4.23.4;57;before;277;O
10418;urn:cts:latinLit:phi0978.phi001:4.23.4;58;it;284;O
10419;urn:cts:latinLit:phi0978.phi001:4.23.4;59;four;287;O
10420;urn:cts:latinLit:phi0978.phi001:4.23.4;60;islands;292;O
10421;urn:cts:latinLit:phi0978.phi001:4.23.4;61;";";299;O
10422;urn:cts:latinLit:phi0978.phi001:4.23.4;62;Peparethus;301;B-['place']
10423;urn:cts:latinLit:phi0978.phi001:4.23.4;63;,;311;O
10424;urn:cts:latinLit:phi0978.phi001:4.23.4;64;formerly;313;O
10425;urn:cts:latinLit:phi0978.phi001:4.23.4;65;called;322;O
10426;urn:cts:latinLit:phi0978.phi001:4.23.4;66;Evoenus;329;B-LOC
10427;urn:cts:latinLit:phi0978.phi001:4.23.4;67;,;336;O
10428;urn:cts:latinLit:phi0978.phi001:4.23.4;68;with;338;O
10429;urn:cts:latinLit:phi0978.phi001:4.23.4;69;a;343;O
10430;urn:cts:latinLit:phi0978.phi001:4.23.4;70;city;345;O
10431;urn:cts:latinLit:phi0978.phi001:4.23.4;71;of;350;O
10432;urn:cts:latinLit:phi0978.phi001:4.23.4;72;that;353;O
10433;urn:cts:latinLit:phi0978.phi001:4.23.4;73;name;358;O
10434;urn:cts:latinLit:phi0978.phi001:4.23.4;74;,;362;O
10435;urn:cts:latinLit:phi0978.phi001:4.23.4;75;at;364;O
10436;urn:cts:latinLit:phi0978.phi001:4.23.4;76;a;367;O
10437;urn:cts:latinLit:phi0978.phi001:4.23.4;77;distance;369;O
10438;urn:cts:latinLit:phi0978.phi001:4.23.4;78;from;378;O
10439;urn:cts:latinLit:phi0978.phi001:4.23.4;79;Athos;383;B-['place']
10440;urn:cts:latinLit:phi0978.phi001:4.23.4;80;of;389;O
10441;urn:cts:latinLit:phi0978.phi001:4.23.4;81;nine;392;O
10442;urn:cts:latinLit:phi0978.phi001:4.23.4;82;miles;397;O
10443;urn:cts:latinLit:phi0978.phi001:4.23.4;83;";";402;O
10444;urn:cts:latinLit:phi0978.phi001:4.23.4;84;Sciathus;404;B-['place']
10445;urn:cts:latinLit:phi0978.phi001:4.23.4;85;,;412;O
10446;urn:cts:latinLit:phi0978.phi001:4.23.4;86;at;414;O
10447;urn:cts:latinLit:phi0978.phi001:4.23.4;87;a;417;O
10448;urn:cts:latinLit:phi0978.phi001:4.23.4;88;distance;419;O
10449;urn:cts:latinLit:phi0978.phi001:4.23.4;89;of;428;O
10450;urn:cts:latinLit:phi0978.phi001:4.23.4;90;fifteen;431;O
10451;urn:cts:latinLit:phi0978.phi001:4.23.4;91;,;438;O
10452;urn:cts:latinLit:phi0978.phi001:4.23.4;92;and;440;O
10453;urn:cts:latinLit:phi0978.phi001:4.23.4;93;Imbros;444;B-['place']
10454;urn:cts:latinLit:phi0978.phi001:4.23.4;94;,;450;O
10455;urn:cts:latinLit:phi0978.phi001:4.23.4;95;with;452;O
10456;urn:cts:latinLit:phi0978.phi001:4.23.4;96;a;457;O
10457;urn:cts:latinLit:phi0978.phi001:4.23.4;97;city;459;O
10458;urn:cts:latinLit:phi0978.phi001:4.23.4;98;of;464;O
10459;urn:cts:latinLit:phi0978.phi001:4.23.4;99;the;467;O
10460;urn:cts:latinLit:phi0978.phi001:4.23.4;100;same;471;O
10461;urn:cts:latinLit:phi0978.phi001:4.23.4;101;name;476;O
10462;urn:cts:latinLit:phi0978.phi001:4.23.4;102;,;480;O
10463;urn:cts:latinLit:phi0978.phi001:4.23.4;103;at;482;O
10464;urn:cts:latinLit:phi0978.phi001:4.23.4;104;a;485;O
10465;urn:cts:latinLit:phi0978.phi001:4.23.4;105;distance;487;O
10466;urn:cts:latinLit:phi0978.phi001:4.23.4;106;of;496;O
10467;urn:cts:latinLit:phi0978.phi001:4.23.4;107;eighty-eight;499;O
10468;urn:cts:latinLit:phi0978.phi001:4.23.4;108;,;511;O
10469;urn:cts:latinLit:phi0978.phi001:4.23.4;109;miles;513;O
10470;urn:cts:latinLit:phi0978.phi001:4.23.4;110;.;518;O
10471;urn:cts:latinLit:phi0978.phi001:4.23.4;111;This;520;O
10472;urn:cts:latinLit:phi0978.phi001:4.23.4;112;last;525;O
10473;urn:cts:latinLit:phi0978.phi001:4.23.4;113;island;530;O
10474;urn:cts:latinLit:phi0978.phi001:4.23.4;114;is;537;O
10475;urn:cts:latinLit:phi0978.phi001:4.23.4;115;distant;540;O
10476;urn:cts:latinLit:phi0978.phi001:4.23.4;116;from;548;O
10477;urn:cts:latinLit:phi0978.phi001:4.23.4;117;Mastusia;553;B-['place']
10478;urn:cts:latinLit:phi0978.phi001:4.23.4;118;,;561;O
10479;urn:cts:latinLit:phi0978.phi001:4.23.4;119;in;563;O
10480;urn:cts:latinLit:phi0978.phi001:4.23.4;120;the;566;O
10481;urn:cts:latinLit:phi0978.phi001:4.23.4;121;Chersonesus;570;B-['place']
10482;urn:cts:latinLit:phi0978.phi001:4.23.4;122;,;581;O
10483;urn:cts:latinLit:phi0978.phi001:4.23.4;123;twenty-five;583;O
10484;urn:cts:latinLit:phi0978.phi001:4.23.4;124;miles;595;O
10485;urn:cts:latinLit:phi0978.phi001:4.23.4;125;";";600;O
10486;urn:cts:latinLit:phi0978.phi001:4.23.4;126;it;602;O
10487;urn:cts:latinLit:phi0978.phi001:4.23.4;127;is;605;O
10488;urn:cts:latinLit:phi0978.phi001:4.23.4;128;sixty-two;608;O
10489;urn:cts:latinLit:phi0978.phi001:4.23.4;129;miles;618;O
10490;urn:cts:latinLit:phi0978.phi001:4.23.4;130;in;624;O
10491;urn:cts:latinLit:phi0978.phi001:4.23.4;131;circumference;627;O
