Index,Reference,Index_paragraph,Token,Start_pos,ToposText,flair_nerlarge,ToposText_update,Sentence,Token_ID
11049,urn:cts:latinLit:phi0978.phi001:4.24.2,3,then,13,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.13
11050,urn:cts:latinLit:phi0978.phi001:4.24.2,4,come,18,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.18
11051,urn:cts:latinLit:phi0978.phi001:4.24.2,5,to,23,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.23
11052,urn:cts:latinLit:phi0978.phi001:4.24.2,6,the,26,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.26
11053,urn:cts:latinLit:phi0978.phi001:4.24.2,7,vast,30,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.30
11054,urn:cts:latinLit:phi0978.phi001:4.24.2,8,sea,35,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.35
11055,urn:cts:latinLit:phi0978.phi001:4.24.2,9,called,39,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.39
11056,urn:cts:latinLit:phi0978.phi001:4.24.2,10,the,46,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.46
11057,urn:cts:latinLit:phi0978.phi001:4.24.2,11,Euxine,50,B-['place'],B-LOC,B-['place'],308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.50
11058,urn:cts:latinLit:phi0978.phi001:4.24.2,12,",",56,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.56
11059,urn:cts:latinLit:phi0978.phi001:4.24.2,13,which,58,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.58
11060,urn:cts:latinLit:phi0978.phi001:4.24.2,14,invades,64,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.64
11061,urn:cts:latinLit:phi0978.phi001:4.24.2,15,the,72,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.72
11062,urn:cts:latinLit:phi0978.phi001:4.24.2,16,land,76,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.76
11063,urn:cts:latinLit:phi0978.phi001:4.24.2,17,as,81,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.81
11064,urn:cts:latinLit:phi0978.phi001:4.24.2,18,it,84,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.84
11065,urn:cts:latinLit:phi0978.phi001:4.24.2,19,retreats,87,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.87
11066,urn:cts:latinLit:phi0978.phi001:4.24.2,20,afar,96,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.96
11067,urn:cts:latinLit:phi0978.phi001:4.24.2,21,",",100,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.100
11068,urn:cts:latinLit:phi0978.phi001:4.24.2,22,and,102,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.102
11069,urn:cts:latinLit:phi0978.phi001:4.24.2,23,the,106,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.106
11070,urn:cts:latinLit:phi0978.phi001:4.24.2,24,name,110,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.110
11071,urn:cts:latinLit:phi0978.phi001:4.24.2,25,of,115,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.115
11072,urn:cts:latinLit:phi0978.phi001:4.24.2,26,which,118,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.118
11073,urn:cts:latinLit:phi0978.phi001:4.24.2,27,was,124,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.124
11074,urn:cts:latinLit:phi0978.phi001:4.24.2,28,formerly,128,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.128
11075,urn:cts:latinLit:phi0978.phi001:4.24.2,29,Axenus,137,O,B-LOC,B-LOC,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.137
11076,urn:cts:latinLit:phi0978.phi001:4.24.2,30,.,143,O,O,O,308,urn:cts:latinLit:phi0978.phi001:4.24.2.308.143
11077,urn:cts:latinLit:phi0978.phi001:4.24.2,31,As,145,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.145
11078,urn:cts:latinLit:phi0978.phi001:4.24.2,32,the,148,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.148
11079,urn:cts:latinLit:phi0978.phi001:4.24.2,33,shores,152,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.152
11080,urn:cts:latinLit:phi0978.phi001:4.24.2,34,bend,159,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.159
11081,urn:cts:latinLit:phi0978.phi001:4.24.2,35,inwards,164,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.164
11082,urn:cts:latinLit:phi0978.phi001:4.24.2,36,",",171,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.171
11083,urn:cts:latinLit:phi0978.phi001:4.24.2,37,this,173,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.173
11084,urn:cts:latinLit:phi0978.phi001:4.24.2,38,sea,178,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.178
11085,urn:cts:latinLit:phi0978.phi001:4.24.2,39,with,182,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.182
11086,urn:cts:latinLit:phi0978.phi001:4.24.2,40,a,187,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.187
11087,urn:cts:latinLit:phi0978.phi001:4.24.2,41,vast,189,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.189
11088,urn:cts:latinLit:phi0978.phi001:4.24.2,42,sweep,194,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.194
11089,urn:cts:latinLit:phi0978.phi001:4.24.2,43,stretches,200,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.200
11090,urn:cts:latinLit:phi0978.phi001:4.24.2,44,far,210,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.210
11091,urn:cts:latinLit:phi0978.phi001:4.24.2,45,away,214,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.214
11092,urn:cts:latinLit:phi0978.phi001:4.24.2,46,",",218,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.218
11093,urn:cts:latinLit:phi0978.phi001:4.24.2,47,curving,220,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.220
11094,urn:cts:latinLit:phi0978.phi001:4.24.2,48,on,228,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.228
11095,urn:cts:latinLit:phi0978.phi001:4.24.2,49,both,231,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.231
11096,urn:cts:latinLit:phi0978.phi001:4.24.2,50,sides,236,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.236
11097,urn:cts:latinLit:phi0978.phi001:4.24.2,51,after,242,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.242
11098,urn:cts:latinLit:phi0978.phi001:4.24.2,52,the,248,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.248
11099,urn:cts:latinLit:phi0978.phi001:4.24.2,53,manner,252,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.252
11100,urn:cts:latinLit:phi0978.phi001:4.24.2,54,of,259,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.259
11101,urn:cts:latinLit:phi0978.phi001:4.24.2,55,a,262,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.262
11102,urn:cts:latinLit:phi0978.phi001:4.24.2,56,pair,264,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.264
11103,urn:cts:latinLit:phi0978.phi001:4.24.2,57,of,269,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.269
11104,urn:cts:latinLit:phi0978.phi001:4.24.2,58,horns,272,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.272
11105,urn:cts:latinLit:phi0978.phi001:4.24.2,59,",",277,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.277
11106,urn:cts:latinLit:phi0978.phi001:4.24.2,60,so,279,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.279
11107,urn:cts:latinLit:phi0978.phi001:4.24.2,61,much,282,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.282
11108,urn:cts:latinLit:phi0978.phi001:4.24.2,62,so,287,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.287
11109,urn:cts:latinLit:phi0978.phi001:4.24.2,63,that,290,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.290
11110,urn:cts:latinLit:phi0978.phi001:4.24.2,64,in,295,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.295
11111,urn:cts:latinLit:phi0978.phi001:4.24.2,65,shape,298,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.298
11112,urn:cts:latinLit:phi0978.phi001:4.24.2,66,it,304,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.304
11113,urn:cts:latinLit:phi0978.phi001:4.24.2,67,bears,307,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.307
11114,urn:cts:latinLit:phi0978.phi001:4.24.2,68,a,313,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.313
11115,urn:cts:latinLit:phi0978.phi001:4.24.2,69,distinct,315,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.315
11116,urn:cts:latinLit:phi0978.phi001:4.24.2,70,resemblance,324,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.324
11117,urn:cts:latinLit:phi0978.phi001:4.24.2,71,to,336,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.336
11118,urn:cts:latinLit:phi0978.phi001:4.24.2,72,a,339,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.339
11119,urn:cts:latinLit:phi0978.phi001:4.24.2,73,Scythian,341,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.341
11120,urn:cts:latinLit:phi0978.phi001:4.24.2,74,bow,350,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.350
11121,urn:cts:latinLit:phi0978.phi001:4.24.2,75,.,353,O,O,O,309,urn:cts:latinLit:phi0978.phi001:4.24.2.309.353
11122,urn:cts:latinLit:phi0978.phi001:4.24.2,76,In,355,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.355
11123,urn:cts:latinLit:phi0978.phi001:4.24.2,77,the,358,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.358
11124,urn:cts:latinLit:phi0978.phi001:4.24.2,78,middle,362,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.362
11125,urn:cts:latinLit:phi0978.phi001:4.24.2,79,of,369,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.369
11126,urn:cts:latinLit:phi0978.phi001:4.24.2,80,the,372,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.372
11127,urn:cts:latinLit:phi0978.phi001:4.24.2,81,curve,376,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.376
11128,urn:cts:latinLit:phi0978.phi001:4.24.2,82,it,382,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.382
11129,urn:cts:latinLit:phi0978.phi001:4.24.2,83,is,385,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.385
11130,urn:cts:latinLit:phi0978.phi001:4.24.2,84,joined,388,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.388
11131,urn:cts:latinLit:phi0978.phi001:4.24.2,85,by,395,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.395
11132,urn:cts:latinLit:phi0978.phi001:4.24.2,86,the,398,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.398
11133,urn:cts:latinLit:phi0978.phi001:4.24.2,87,mouth,402,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.402
11134,urn:cts:latinLit:phi0978.phi001:4.24.2,88,of,408,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.408
11135,urn:cts:latinLit:phi0978.phi001:4.24.2,89,Lake,411,O,B-LOC,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.411
11136,urn:cts:latinLit:phi0978.phi001:4.24.2,90,Maeotis,416,B-['place'],I-LOC,B-['place'],310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.416
11137,urn:cts:latinLit:phi0978.phi001:4.24.2,91,",",423,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.423
11138,urn:cts:latinLit:phi0978.phi001:4.24.2,92,which,425,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.425
11139,urn:cts:latinLit:phi0978.phi001:4.24.2,93,is,431,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.431
11140,urn:cts:latinLit:phi0978.phi001:4.24.2,94,called,434,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.434
11141,urn:cts:latinLit:phi0978.phi001:4.24.2,95,the,441,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.441
11142,urn:cts:latinLit:phi0978.phi001:4.24.2,96,Cimmerian,445,B-['place'],B-LOC,B-['place'],310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.445
11143,urn:cts:latinLit:phi0978.phi001:4.24.2,97,Bosporus,455,I-['place'],I-LOC,I-['place'],310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.455
11144,urn:cts:latinLit:phi0978.phi001:4.24.2,98,",",463,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.463
11145,urn:cts:latinLit:phi0978.phi001:4.24.2,99,and,465,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.465
11146,urn:cts:latinLit:phi0978.phi001:4.24.2,100,is,469,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.469
11147,urn:cts:latinLit:phi0978.phi001:4.24.2,101,two,472,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.472
11148,urn:cts:latinLit:phi0978.phi001:4.24.2,102,miles,476,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.476
11149,urn:cts:latinLit:phi0978.phi001:4.24.2,103,and,482,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.482
11150,urn:cts:latinLit:phi0978.phi001:4.24.2,104,a,486,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.486
11151,urn:cts:latinLit:phi0978.phi001:4.24.2,105,half,488,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.488
11152,urn:cts:latinLit:phi0978.phi001:4.24.2,106,in,493,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.493
11153,urn:cts:latinLit:phi0978.phi001:4.24.2,107,width,496,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.496
11154,urn:cts:latinLit:phi0978.phi001:4.24.2,108,.,501,O,O,O,310,urn:cts:latinLit:phi0978.phi001:4.24.2.310.501
11155,urn:cts:latinLit:phi0978.phi001:4.24.2,109,Between,503,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.503
11156,urn:cts:latinLit:phi0978.phi001:4.24.2,110,the,511,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.511
11157,urn:cts:latinLit:phi0978.phi001:4.24.2,111,two,515,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.515
11158,urn:cts:latinLit:phi0978.phi001:4.24.2,112,Bospori,519,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.519
11159,urn:cts:latinLit:phi0978.phi001:4.24.2,113,",",526,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.526
11160,urn:cts:latinLit:phi0978.phi001:4.24.2,114,the,528,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.528
11161,urn:cts:latinLit:phi0978.phi001:4.24.2,115,Thracian,532,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.532
11162,urn:cts:latinLit:phi0978.phi001:4.24.2,116,and,541,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.541
11163,urn:cts:latinLit:phi0978.phi001:4.24.2,117,the,545,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.545
11164,urn:cts:latinLit:phi0978.phi001:4.24.2,118,Cimmerian,549,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.549
11165,urn:cts:latinLit:phi0978.phi001:4.24.2,119,",",558,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.558
11166,urn:cts:latinLit:phi0978.phi001:4.24.2,120,there,560,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.560
11167,urn:cts:latinLit:phi0978.phi001:4.24.2,121,is,566,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.566
11168,urn:cts:latinLit:phi0978.phi001:4.24.2,122,a,569,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.569
11169,urn:cts:latinLit:phi0978.phi001:4.24.2,123,distance,571,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.571
11170,urn:cts:latinLit:phi0978.phi001:4.24.2,124,in,580,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.580
11171,urn:cts:latinLit:phi0978.phi001:4.24.2,125,a,583,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.583
11172,urn:cts:latinLit:phi0978.phi001:4.24.2,126,straight,585,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.585
11173,urn:cts:latinLit:phi0978.phi001:4.24.2,127,line,594,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.594
11174,urn:cts:latinLit:phi0978.phi001:4.24.2,128,",",598,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.598
11175,urn:cts:latinLit:phi0978.phi001:4.24.2,129,of,600,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.600
11176,urn:cts:latinLit:phi0978.phi001:4.24.2,130,500,603,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.603
11177,urn:cts:latinLit:phi0978.phi001:4.24.2,131,miles,607,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.607
11178,urn:cts:latinLit:phi0978.phi001:4.24.2,132,",",612,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.612
11179,urn:cts:latinLit:phi0978.phi001:4.24.2,133,as,614,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.614
11180,urn:cts:latinLit:phi0978.phi001:4.24.2,134,Polybius,617,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.617
11181,urn:cts:latinLit:phi0978.phi001:4.24.2,135,informs,626,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.626
11182,urn:cts:latinLit:phi0978.phi001:4.24.2,136,us,634,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.634
11183,urn:cts:latinLit:phi0978.phi001:4.24.2,137,.,636,O,O,O,311,urn:cts:latinLit:phi0978.phi001:4.24.2.311.636
11184,urn:cts:latinLit:phi0978.phi001:4.24.2,138,We,638,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.638
11185,urn:cts:latinLit:phi0978.phi001:4.24.2,139,learn,641,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.641
11186,urn:cts:latinLit:phi0978.phi001:4.24.2,140,from,647,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.647
11187,urn:cts:latinLit:phi0978.phi001:4.24.2,141,Varro,652,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.652
11188,urn:cts:latinLit:phi0978.phi001:4.24.2,142,and,658,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.658
11189,urn:cts:latinLit:phi0978.phi001:4.24.2,143,most,662,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.662
11190,urn:cts:latinLit:phi0978.phi001:4.24.2,144,of,667,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.667
11191,urn:cts:latinLit:phi0978.phi001:4.24.2,145,the,670,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.670
11192,urn:cts:latinLit:phi0978.phi001:4.24.2,146,ancient,674,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.674
11193,urn:cts:latinLit:phi0978.phi001:4.24.2,147,writers,682,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.682
11194,urn:cts:latinLit:phi0978.phi001:4.24.2,148,",",689,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.689
11195,urn:cts:latinLit:phi0978.phi001:4.24.2,149,that,691,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.691
11196,urn:cts:latinLit:phi0978.phi001:4.24.2,150,the,696,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.696
11197,urn:cts:latinLit:phi0978.phi001:4.24.2,151,circumference,700,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.700
11198,urn:cts:latinLit:phi0978.phi001:4.24.2,152,of,714,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.714
11199,urn:cts:latinLit:phi0978.phi001:4.24.2,153,the,717,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.717
11200,urn:cts:latinLit:phi0978.phi001:4.24.2,154,Euxine,721,B-['place'],B-LOC,B-['place'],312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.721
11201,urn:cts:latinLit:phi0978.phi001:4.24.2,155,is,728,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.728
11202,urn:cts:latinLit:phi0978.phi001:4.24.2,156,altogether,731,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.731
11203,urn:cts:latinLit:phi0978.phi001:4.24.2,157,2150,742,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.742
11204,urn:cts:latinLit:phi0978.phi001:4.24.2,158,miles,747,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.747
11205,urn:cts:latinLit:phi0978.phi001:4.24.2,159,;,752,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.752
11206,urn:cts:latinLit:phi0978.phi001:4.24.2,160,but,754,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.754
11207,urn:cts:latinLit:phi0978.phi001:4.24.2,161,to,758,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.758
11208,urn:cts:latinLit:phi0978.phi001:4.24.2,162,this,761,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.761
11209,urn:cts:latinLit:phi0978.phi001:4.24.2,163,number,766,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.766
11210,urn:cts:latinLit:phi0978.phi001:4.24.2,164,Cornelius,773,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.773
11211,urn:cts:latinLit:phi0978.phi001:4.24.2,165,Nepos,783,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.783
11212,urn:cts:latinLit:phi0978.phi001:4.24.2,166,adds,789,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.789
11213,urn:cts:latinLit:phi0978.phi001:4.24.2,167,350,794,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.794
11214,urn:cts:latinLit:phi0978.phi001:4.24.2,168,more,798,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.798
11215,urn:cts:latinLit:phi0978.phi001:4.24.2,169,;,802,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.802
11216,urn:cts:latinLit:phi0978.phi001:4.24.2,170,while,804,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.804
11217,urn:cts:latinLit:phi0978.phi001:4.24.2,171,Artemidorus,810,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.810
11218,urn:cts:latinLit:phi0978.phi001:4.24.2,172,makes,822,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.822
11219,urn:cts:latinLit:phi0978.phi001:4.24.2,173,it,828,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.828
11220,urn:cts:latinLit:phi0978.phi001:4.24.2,174,2919,831,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.831
11221,urn:cts:latinLit:phi0978.phi001:4.24.2,175,miles,836,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.836
11222,urn:cts:latinLit:phi0978.phi001:4.24.2,176,",",841,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.841
11223,urn:cts:latinLit:phi0978.phi001:4.24.2,177,Agrippa,843,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.843
11224,urn:cts:latinLit:phi0978.phi001:4.24.2,178,2360,851,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.851
11225,urn:cts:latinLit:phi0978.phi001:4.24.2,179,",",855,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.855
11226,urn:cts:latinLit:phi0978.phi001:4.24.2,180,and,857,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.857
11227,urn:cts:latinLit:phi0978.phi001:4.24.2,181,Mucianus,861,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.861
11228,urn:cts:latinLit:phi0978.phi001:4.24.2,182,2425,870,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.870
11229,urn:cts:latinLit:phi0978.phi001:4.24.2,183,.,874,O,O,O,312,urn:cts:latinLit:phi0978.phi001:4.24.2.312.874
11230,urn:cts:latinLit:phi0978.phi001:4.24.2,184,In,876,O,O,O,313,urn:cts:latinLit:phi0978.phi001:4.24.2.313.876
11231,urn:cts:latinLit:phi0978.phi001:4.24.2,185,a,879,O,O,O,313,urn:cts:latinLit:phi0978.phi001:4.24.2.313.879
11232,urn:cts:latinLit:phi0978.phi001:4.24.2,186,similar,881,O,O,O,313,urn:cts:latinLit:phi0978.phi001:4.24.2.313.881
11233,urn:cts:latinLit:phi0978.phi001:4.24.2,187,manner,889,O,O,O,313,urn:cts:latinLit:phi0978.phi001:4.24.2.313.889
11234,urn:cts:latinLit:phi0978.phi001:4.24.2,188,some,896,O,O,O,313,urn:cts:latinLit:phi0978.phi001:4.24.2.313.896
11235,urn:cts:latinLit:phi0978.phi001:4.24.2,189,writers,901,O,O,O,313,urn:cts:latinLit:phi0978.phi001:4.24.2.313.901
11236,urn:cts:latinLit:phi0978.phi001:4.24.2,190,have,909,O,O,O,313,urn:cts:latinLit:phi0978.phi001:4.24.2.313.909
