,Reference,Index,Token,Start_pos,BIO_Flair,Precision_Flair,BIO_Flair-large,Precision_Flair-large,BIO_Flair_Splitter,Precision_Flair_Splitter,BIO_spaCy-md,BIO_spaCy-trf
9118,urn:cts:latinLit:phi0978.phi001:4.21.1,302,the,1472,O,-,O,-,O,-,O,O
9119,urn:cts:latinLit:phi0978.phi001:4.21.1,303,name,1476,O,-,O,-,O,-,O,O
9120,urn:cts:latinLit:phi0978.phi001:4.21.1,304,of,1481,O,-,O,-,O,-,O,O
9121,urn:cts:latinLit:phi0978.phi001:4.21.1,305,Asopis,1484,B-ORG,0.4843311011791229,B-LOC,0.9999140501022339,B-LOC,0.9999040365219116,B-PERSON,B-LOC
9122,urn:cts:latinLit:phi0978.phi001:4.21.1,306,.,1490,O,-,O,-,O,-,O,O
9123,urn:cts:latinLit:phi0978.phi001:4.22.1,0,§,0,O,-,O,-,O,-,O,O
9124,urn:cts:latinLit:phi0978.phi001:4.22.1,1,4.22.1,2,O,-,O,-,O,-,B-CARDINAL,B-CARDINAL
9125,urn:cts:latinLit:phi0978.phi001:4.22.1,2,THE,10,O,-,O,-,O,-,O,O
9126,urn:cts:latinLit:phi0978.phi001:4.22.1,3,CYCLADES,14,O,-,O,-,O,-,O,O
9127,urn:cts:latinLit:phi0978.phi001:4.22.1,4,:,22,O,-,O,-,O,-,O,O
9128,urn:cts:latinLit:phi0978.phi001:4.22.1,5,Beyond,24,O,-,O,-,O,-,O,O
9129,urn:cts:latinLit:phi0978.phi001:4.22.1,6,Euboea,31,B-LOC,0.9906929135322571,B-LOC,0.9999843835830688,B-LOC,0.9999879598617554,B-GPE,B-LOC
9130,urn:cts:latinLit:phi0978.phi001:4.22.1,7,",",37,O,-,O,-,O,-,O,O
9131,urn:cts:latinLit:phi0978.phi001:4.22.1,8,and,39,O,-,O,-,O,-,O,O
9132,urn:cts:latinLit:phi0978.phi001:4.22.1,9,out,43,O,-,O,-,O,-,O,O
9133,urn:cts:latinLit:phi0978.phi001:4.22.1,10,in,47,O,-,O,-,O,-,O,O
9134,urn:cts:latinLit:phi0978.phi001:4.22.1,11,the,50,O,-,O,-,O,-,B-LOC,B-LOC
9135,urn:cts:latinLit:phi0978.phi001:4.22.1,12,Myrtoan,54,B-LOC,0.9871233701705933,B-LOC,0.9999690055847168,B-LOC,0.9999794363975525,I-LOC,I-LOC
9136,urn:cts:latinLit:phi0978.phi001:4.22.1,13,Sea,62,I-LOC,0.9871233701705933,I-LOC,0.9999690055847168,I-LOC,0.9999794363975525,I-LOC,I-LOC
9137,urn:cts:latinLit:phi0978.phi001:4.22.1,14,",",65,O,-,O,-,O,-,O,O
9138,urn:cts:latinLit:phi0978.phi001:4.22.1,15,are,67,O,-,O,-,O,-,O,O
9139,urn:cts:latinLit:phi0978.phi001:4.22.1,16,numerous,71,O,-,O,-,O,-,O,O
9140,urn:cts:latinLit:phi0978.phi001:4.22.1,17,other,80,O,-,O,-,O,-,O,O
9141,urn:cts:latinLit:phi0978.phi001:4.22.1,18,islands,86,O,-,O,-,O,-,O,O
9142,urn:cts:latinLit:phi0978.phi001:4.22.1,19,;,93,O,-,O,-,O,-,O,O
9143,urn:cts:latinLit:phi0978.phi001:4.22.1,20,but,95,O,-,O,-,O,-,O,O
9144,urn:cts:latinLit:phi0978.phi001:4.22.1,21,those,99,O,-,O,-,O,-,O,O
9145,urn:cts:latinLit:phi0978.phi001:4.22.1,22,more,105,O,-,O,-,O,-,O,O
9146,urn:cts:latinLit:phi0978.phi001:4.22.1,23,especially,110,O,-,O,-,O,-,O,O
9147,urn:cts:latinLit:phi0978.phi001:4.22.1,24,famous,121,O,-,O,-,O,-,O,O
9148,urn:cts:latinLit:phi0978.phi001:4.22.1,25,are,128,O,-,O,-,O,-,O,O
9149,urn:cts:latinLit:phi0978.phi001:4.22.1,26,",",131,O,-,O,-,O,-,O,O
9150,urn:cts:latinLit:phi0978.phi001:4.22.1,27,Glauconnesos,133,B-MISC,0.8824893236160278,B-LOC,0.9990115165710449,B-LOC,0.9988960027694702,B-ORG,B-LOC
9151,urn:cts:latinLit:phi0978.phi001:4.22.1,28,and,146,O,-,O,-,O,-,O,O
9152,urn:cts:latinLit:phi0978.phi001:4.22.1,29,the,150,O,-,O,-,O,-,O,O
9153,urn:cts:latinLit:phi0978.phi001:4.22.1,30,Aegila,154,B-MISC,0.7446271181106567,B-LOC,0.9985063672065735,B-LOC,0.9993763566017151,O,B-LOC
9154,urn:cts:latinLit:phi0978.phi001:4.22.1,31,.,160,O,-,O,-,O,-,O,O
9155,urn:cts:latinLit:phi0978.phi001:4.22.1,32,Off,162,O,-,O,-,O,-,O,O
9156,urn:cts:latinLit:phi0978.phi001:4.22.1,33,the,166,O,-,O,-,O,-,O,O
9157,urn:cts:latinLit:phi0978.phi001:4.22.1,34,promontory,170,O,-,O,-,O,-,O,O
9158,urn:cts:latinLit:phi0978.phi001:4.22.1,35,",",180,O,-,O,-,O,-,O,O
9159,urn:cts:latinLit:phi0978.phi001:4.22.1,36,too,182,O,-,O,-,O,-,O,O
9160,urn:cts:latinLit:phi0978.phi001:4.22.1,37,",",185,O,-,O,-,O,-,O,O
9161,urn:cts:latinLit:phi0978.phi001:4.22.1,38,of,187,O,-,O,-,O,-,O,O
9162,urn:cts:latinLit:phi0978.phi001:4.22.1,39,Geraistos,190,B-MISC,0.8875448703765869,B-LOC,0.9999692440032959,B-LOC,0.9999748468399048,B-PERSON,B-GPE
9163,urn:cts:latinLit:phi0978.phi001:4.22.1,40,are,200,O,-,O,-,O,-,O,O
9164,urn:cts:latinLit:phi0978.phi001:4.22.1,41,the,204,O,-,O,-,O,-,O,O
9165,urn:cts:latinLit:phi0978.phi001:4.22.1,42,Cyclades,208,B-MISC,0.6523221731185913,B-LOC,0.9994916915893555,O,-,O,B-LOC
9166,urn:cts:latinLit:phi0978.phi001:4.22.1,43,",",216,O,-,O,-,O,-,O,O
9167,urn:cts:latinLit:phi0978.phi001:4.22.1,44,lying,218,O,-,O,-,O,-,O,O
9168,urn:cts:latinLit:phi0978.phi001:4.22.1,45,in,224,O,-,O,-,O,-,O,O
9169,urn:cts:latinLit:phi0978.phi001:4.22.1,46,a,227,O,-,O,-,O,-,O,O
9170,urn:cts:latinLit:phi0978.phi001:4.22.1,47,circle,229,O,-,O,-,O,-,O,O
9171,urn:cts:latinLit:phi0978.phi001:4.22.1,48,around,236,O,-,O,-,O,-,O,O
9172,urn:cts:latinLit:phi0978.phi001:4.22.1,49,Delos,243,B-LOC,0.6355443000793457,B-LOC,0.9999797344207764,B-LOC,0.999941349029541,B-PERSON,B-GPE
9173,urn:cts:latinLit:phi0978.phi001:4.22.1,50,",",248,O,-,O,-,O,-,O,O
9174,urn:cts:latinLit:phi0978.phi001:4.22.1,51,from,250,O,-,O,-,O,-,O,O
9175,urn:cts:latinLit:phi0978.phi001:4.22.1,52,which,255,O,-,O,-,O,-,O,O
9176,urn:cts:latinLit:phi0978.phi001:4.22.1,53,circumstance,261,O,-,O,-,O,-,O,O
9177,urn:cts:latinLit:phi0978.phi001:4.22.1,54,they,274,O,-,O,-,O,-,O,O
9178,urn:cts:latinLit:phi0978.phi001:4.22.1,55,derive,279,O,-,O,-,O,-,O,O
9179,urn:cts:latinLit:phi0978.phi001:4.22.1,56,their,286,O,-,O,-,O,-,O,O
9180,urn:cts:latinLit:phi0978.phi001:4.22.1,57,name,292,O,-,O,-,O,-,O,O
9181,urn:cts:latinLit:phi0978.phi001:4.22.1,58,.,296,O,-,O,-,O,-,O,O
9182,urn:cts:latinLit:phi0978.phi001:4.22.1,59,The,298,O,-,O,-,O,-,O,O
9183,urn:cts:latinLit:phi0978.phi001:4.22.1,60,first,302,O,-,O,-,O,-,B-ORDINAL,B-ORDINAL
9184,urn:cts:latinLit:phi0978.phi001:4.22.1,61,of,308,O,-,O,-,O,-,O,O
9185,urn:cts:latinLit:phi0978.phi001:4.22.1,62,them,311,O,-,O,-,O,-,O,O
9186,urn:cts:latinLit:phi0978.phi001:4.22.1,63,is,316,O,-,O,-,O,-,O,O
9187,urn:cts:latinLit:phi0978.phi001:4.22.1,64,the,319,O,-,O,-,O,-,O,O
9188,urn:cts:latinLit:phi0978.phi001:4.22.1,65,one,323,O,-,O,-,O,-,O,O
9189,urn:cts:latinLit:phi0978.phi001:4.22.1,66,called,327,O,-,O,-,O,-,O,O
9190,urn:cts:latinLit:phi0978.phi001:4.22.1,67,Andros,334,B-LOC,0.7104167342185974,B-LOC,0.9999643564224243,B-LOC,0.9999773502349854,B-PERSON,B-GPE
9191,urn:cts:latinLit:phi0978.phi001:4.22.1,68,with,341,O,-,O,-,O,-,O,O
9192,urn:cts:latinLit:phi0978.phi001:4.22.1,69,a,346,O,-,O,-,O,-,O,O
9193,urn:cts:latinLit:phi0978.phi001:4.22.1,70,city,348,O,-,O,-,O,-,O,O
9194,urn:cts:latinLit:phi0978.phi001:4.22.1,71,of,353,O,-,O,-,O,-,O,O
9195,urn:cts:latinLit:phi0978.phi001:4.22.1,72,the,356,O,-,O,-,O,-,O,O
9196,urn:cts:latinLit:phi0978.phi001:4.22.1,73,same,360,O,-,O,-,O,-,O,O
9197,urn:cts:latinLit:phi0978.phi001:4.22.1,74,name,365,O,-,O,-,O,-,O,O
9198,urn:cts:latinLit:phi0978.phi001:4.22.1,75,",",369,O,-,O,-,O,-,O,O
9199,urn:cts:latinLit:phi0978.phi001:4.22.1,76,distant,371,O,-,O,-,O,-,O,O
9200,urn:cts:latinLit:phi0978.phi001:4.22.1,77,from,379,O,-,O,-,O,-,O,O
9201,urn:cts:latinLit:phi0978.phi001:4.22.1,78,Geraistos,384,B-LOC,0.5970749258995056,B-LOC,0.999972939491272,B-LOC,0.9999799728393555,B-FAC,B-GPE
9202,urn:cts:latinLit:phi0978.phi001:4.22.1,79,ten,394,O,-,O,-,O,-,I-FAC,B-QUANTITY
9203,urn:cts:latinLit:phi0978.phi001:4.22.1,80,miles,398,O,-,O,-,O,-,I-FAC,I-QUANTITY
9204,urn:cts:latinLit:phi0978.phi001:4.22.1,81,",",403,O,-,O,-,O,-,O,O
9205,urn:cts:latinLit:phi0978.phi001:4.22.1,82,and,405,O,-,O,-,O,-,O,O
9206,urn:cts:latinLit:phi0978.phi001:4.22.1,83,from,409,O,-,O,-,O,-,O,O
9207,urn:cts:latinLit:phi0978.phi001:4.22.1,84,Ceos,414,O,-,B-LOC,0.9999380111694336,B-LOC,0.9999446868896484,B-ORG,B-GPE
9208,urn:cts:latinLit:phi0978.phi001:4.22.1,85,thirty-nine,419,O,-,O,-,O,-,B-CARDINAL,B-CARDINAL
9209,urn:cts:latinLit:phi0978.phi001:4.22.1,86,.,430,O,-,O,-,O,-,O,O
9210,urn:cts:latinLit:phi0978.phi001:4.22.1,87,Myrsilus,432,B-PER,0.8050926923751831,B-PER,0.9998617172241211,B-PER,0.9998562335968018,B-PERSON,B-PERSON
9211,urn:cts:latinLit:phi0978.phi001:4.22.1,88,tells,441,O,-,O,-,O,-,O,O
9212,urn:cts:latinLit:phi0978.phi001:4.22.1,89,us,447,O,-,O,-,O,-,O,O
9213,urn:cts:latinLit:phi0978.phi001:4.22.1,90,that,450,O,-,O,-,O,-,O,O
9214,urn:cts:latinLit:phi0978.phi001:4.22.1,91,this,455,O,-,O,-,O,-,O,O
9215,urn:cts:latinLit:phi0978.phi001:4.22.1,92,island,460,O,-,O,-,O,-,O,O
9216,urn:cts:latinLit:phi0978.phi001:4.22.1,93,was,467,O,-,O,-,O,-,O,O
9217,urn:cts:latinLit:phi0978.phi001:4.22.1,94,at,471,O,-,O,-,O,-,O,O
9218,urn:cts:latinLit:phi0978.phi001:4.22.1,95,first,474,O,-,O,-,O,-,B-ORDINAL,O
9219,urn:cts:latinLit:phi0978.phi001:4.22.1,96,called,480,O,-,O,-,O,-,O,O
9220,urn:cts:latinLit:phi0978.phi001:4.22.1,97,Cauros,487,B-MISC,0.9739767909049988,B-LOC,0.999861478805542,B-LOC,0.9998207688331604,B-PERSON,B-LOC
9221,urn:cts:latinLit:phi0978.phi001:4.22.1,98,",",493,O,-,O,-,O,-,O,O
9222,urn:cts:latinLit:phi0978.phi001:4.22.1,99,and,495,O,-,O,-,O,-,O,O
9223,urn:cts:latinLit:phi0978.phi001:4.22.1,100,after,499,O,-,O,-,O,-,O,O
9224,urn:cts:latinLit:phi0978.phi001:4.22.1,101,that,505,O,-,O,-,O,-,O,O
9225,urn:cts:latinLit:phi0978.phi001:4.22.1,102,Antandros,510,B-MISC,0.970440149307251,B-LOC,0.9998121857643127,B-LOC,0.9998131394386292,B-PERSON,B-GPE
9226,urn:cts:latinLit:phi0978.phi001:4.22.1,103,;,519,O,-,O,-,O,-,O,O
9227,urn:cts:latinLit:phi0978.phi001:4.22.1,104,Callimachus,521,B-PER,0.490033894777298,B-PER,0.9999102354049683,B-PER,0.9753450155258179,B-PERSON,B-PERSON
9228,urn:cts:latinLit:phi0978.phi001:4.22.1,105,calls,533,O,-,O,-,O,-,O,O
9229,urn:cts:latinLit:phi0978.phi001:4.22.1,106,it,539,O,-,O,-,O,-,O,O
9230,urn:cts:latinLit:phi0978.phi001:4.22.1,107,Lasia,542,B-LOC,0.8688474297523499,B-LOC,0.9997352957725525,B-LOC,0.9998107552528381,B-GPE,B-LOC
9231,urn:cts:latinLit:phi0978.phi001:4.22.1,108,",",547,O,-,O,-,O,-,O,O
9232,urn:cts:latinLit:phi0978.phi001:4.22.1,109,and,549,O,-,O,-,O,-,O,O
9233,urn:cts:latinLit:phi0978.phi001:4.22.1,110,others,553,O,-,O,-,O,-,O,O
9234,urn:cts:latinLit:phi0978.phi001:4.22.1,111,again,560,O,-,O,-,O,-,O,O
9235,urn:cts:latinLit:phi0978.phi001:4.22.1,112,Nonagria,566,B-LOC,0.6956492066383362,B-LOC,0.999455988407135,B-LOC,0.9995124340057373,B-PERSON,B-GPE
9236,urn:cts:latinLit:phi0978.phi001:4.22.1,113,",",574,O,-,O,-,O,-,O,O
9237,urn:cts:latinLit:phi0978.phi001:4.22.1,114,Hydrussa,576,B-MISC,0.6204601526260376,B-LOC,0.9998481273651123,B-LOC,0.9998898506164551,B-GPE,B-GPE
9238,urn:cts:latinLit:phi0978.phi001:4.22.1,115,",",584,O,-,O,-,O,-,O,O
9239,urn:cts:latinLit:phi0978.phi001:4.22.1,116,and,586,O,-,O,-,O,-,O,O
9240,urn:cts:latinLit:phi0978.phi001:4.22.1,117,Epagris,590,B-MISC,0.9579833745956421,B-LOC,0.9997854828834534,B-LOC,0.9997937083244324,B-NORP,B-GPE
9241,urn:cts:latinLit:phi0978.phi001:4.22.1,118,.,597,O,-,O,-,O,-,O,O
9242,urn:cts:latinLit:phi0978.phi001:4.22.1,119,It,599,O,-,O,-,O,-,O,O
9243,urn:cts:latinLit:phi0978.phi001:4.22.1,120,is,602,O,-,O,-,O,-,O,O
9244,urn:cts:latinLit:phi0978.phi001:4.22.1,121,ninety-three,605,O,-,O,-,O,-,B-QUANTITY,B-QUANTITY
9245,urn:cts:latinLit:phi0978.phi001:4.22.1,122,miles,618,O,-,O,-,O,-,I-QUANTITY,I-QUANTITY
9246,urn:cts:latinLit:phi0978.phi001:4.22.1,123,in,624,O,-,O,-,O,-,O,O
9247,urn:cts:latinLit:phi0978.phi001:4.22.1,124,circumference,627,O,-,O,-,O,-,O,O
9248,urn:cts:latinLit:phi0978.phi001:4.22.1,125,.,640,O,-,O,-,O,-,O,O
9249,urn:cts:latinLit:phi0978.phi001:4.22.1,126,At,642,O,-,O,-,O,-,O,O
9250,urn:cts:latinLit:phi0978.phi001:4.22.1,127,a,645,O,-,O,-,O,-,O,O
9251,urn:cts:latinLit:phi0978.phi001:4.22.1,128,distance,647,O,-,O,-,O,-,O,O
9252,urn:cts:latinLit:phi0978.phi001:4.22.1,129,of,656,O,-,O,-,O,-,O,O
9253,urn:cts:latinLit:phi0978.phi001:4.22.1,130,one,659,O,-,O,-,O,-,B-QUANTITY,B-QUANTITY
9254,urn:cts:latinLit:phi0978.phi001:4.22.1,131,mile,663,O,-,O,-,O,-,I-QUANTITY,I-QUANTITY
9255,urn:cts:latinLit:phi0978.phi001:4.22.1,132,from,668,O,-,O,-,O,-,O,O
9256,urn:cts:latinLit:phi0978.phi001:4.22.1,133,Andros,673,B-LOC,0.9980711340904236,B-LOC,0.9999712705612183,B-LOC,0.9999880790710449,B-PERSON,B-GPE
9257,urn:cts:latinLit:phi0978.phi001:4.22.1,134,and,680,O,-,O,-,O,-,O,O
9258,urn:cts:latinLit:phi0978.phi001:4.22.1,135,of,684,O,-,O,-,O,-,O,O
9259,urn:cts:latinLit:phi0978.phi001:4.22.1,136,fifteen,687,O,-,O,-,O,-,B-CARDINAL,B-CARDINAL
9260,urn:cts:latinLit:phi0978.phi001:4.22.1,137,from,695,O,-,O,-,O,-,O,O
9261,urn:cts:latinLit:phi0978.phi001:4.22.1,138,Delos,700,B-LOC,0.996987521648407,B-LOC,0.9999754428863525,B-LOC,0.9999876022338867,B-PERSON,B-GPE
9262,urn:cts:latinLit:phi0978.phi001:4.22.1,139,",",705,O,-,O,-,O,-,O,O
9263,urn:cts:latinLit:phi0978.phi001:4.22.1,140,is,707,O,-,O,-,O,-,O,O
9264,urn:cts:latinLit:phi0978.phi001:4.22.1,141,Tenos,710,B-LOC,0.8779706358909607,B-LOC,0.9999439716339111,B-LOC,0.9999680519104004,B-ORG,B-GPE
9265,urn:cts:latinLit:phi0978.phi001:4.22.1,142,",",715,O,-,O,-,O,-,O,O
9266,urn:cts:latinLit:phi0978.phi001:4.22.1,143,with,717,O,-,O,-,O,-,O,O
9267,urn:cts:latinLit:phi0978.phi001:4.22.1,144,a,722,O,-,O,-,O,-,O,O
9268,urn:cts:latinLit:phi0978.phi001:4.22.1,145,city,724,O,-,O,-,O,-,O,O
9269,urn:cts:latinLit:phi0978.phi001:4.22.1,146,of,729,O,-,O,-,O,-,O,O
9270,urn:cts:latinLit:phi0978.phi001:4.22.1,147,the,732,O,-,O,-,O,-,O,O
9271,urn:cts:latinLit:phi0978.phi001:4.22.1,148,same,736,O,-,O,-,O,-,O,O
9272,urn:cts:latinLit:phi0978.phi001:4.22.1,149,name,741,O,-,O,-,O,-,O,O
9273,urn:cts:latinLit:phi0978.phi001:4.22.1,150,;,745,O,-,O,-,O,-,O,O
9274,urn:cts:latinLit:phi0978.phi001:4.22.1,151,this,747,O,-,O,-,O,-,O,O
9275,urn:cts:latinLit:phi0978.phi001:4.22.1,152,island,752,O,-,O,-,O,-,O,O
9276,urn:cts:latinLit:phi0978.phi001:4.22.1,153,is,759,O,-,O,-,O,-,O,O
9277,urn:cts:latinLit:phi0978.phi001:4.22.1,154,fifteen,762,O,-,O,-,O,-,B-QUANTITY,B-QUANTITY
9278,urn:cts:latinLit:phi0978.phi001:4.22.1,155,miles,770,O,-,O,-,O,-,I-QUANTITY,I-QUANTITY
9279,urn:cts:latinLit:phi0978.phi001:4.22.1,156,in,776,O,-,O,-,O,-,O,O
9280,urn:cts:latinLit:phi0978.phi001:4.22.1,157,length,779,O,-,O,-,O,-,O,O
9281,urn:cts:latinLit:phi0978.phi001:4.22.1,158,.,785,O,-,O,-,O,-,O,O
9282,urn:cts:latinLit:phi0978.phi001:4.22.1,159,Aristotle,787,B-PER,0.8869488835334778,B-PER,0.9997444748878479,B-PER,0.9997714161872864,B-PERSON,B-PERSON
9283,urn:cts:latinLit:phi0978.phi001:4.22.1,160,says,797,O,-,O,-,O,-,O,O
9284,urn:cts:latinLit:phi0978.phi001:4.22.1,161,that,802,O,-,O,-,O,-,O,O
9285,urn:cts:latinLit:phi0978.phi001:4.22.1,162,it,807,O,-,O,-,O,-,O,O
9286,urn:cts:latinLit:phi0978.phi001:4.22.1,163,was,810,O,-,O,-,O,-,O,O
9287,urn:cts:latinLit:phi0978.phi001:4.22.1,164,formerly,814,O,-,O,-,O,-,O,O
9288,urn:cts:latinLit:phi0978.phi001:4.22.1,165,called,823,O,-,O,-,O,-,O,O
9289,urn:cts:latinLit:phi0978.phi001:4.22.1,166,Hydrussa,830,B-LOC,0.6680659055709839,B-LOC,0.9999451637268066,B-LOC,0.999977707862854,B-PRODUCT,B-LOC
9290,urn:cts:latinLit:phi0978.phi001:4.22.1,167,",",838,O,-,O,-,O,-,O,O
9291,urn:cts:latinLit:phi0978.phi001:4.22.1,168,from,840,O,-,O,-,O,-,O,O
9292,urn:cts:latinLit:phi0978.phi001:4.22.1,169,the,845,O,-,O,-,O,-,O,O
9293,urn:cts:latinLit:phi0978.phi001:4.22.1,170,abundance,849,O,-,O,-,O,-,O,O
9294,urn:cts:latinLit:phi0978.phi001:4.22.1,171,of,859,O,-,O,-,O,-,O,O
9295,urn:cts:latinLit:phi0978.phi001:4.22.1,172,water,862,O,-,O,-,O,-,O,O
9296,urn:cts:latinLit:phi0978.phi001:4.22.1,173,found,868,O,-,O,-,O,-,O,O
9297,urn:cts:latinLit:phi0978.phi001:4.22.1,174,here,874,O,-,O,-,O,-,O,O
9298,urn:cts:latinLit:phi0978.phi001:4.22.1,175,",",878,O,-,O,-,O,-,O,O
9299,urn:cts:latinLit:phi0978.phi001:4.22.1,176,while,880,O,-,O,-,O,-,O,O
9300,urn:cts:latinLit:phi0978.phi001:4.22.1,177,some,886,O,-,O,-,O,-,O,O
9301,urn:cts:latinLit:phi0978.phi001:4.22.1,178,writers,891,O,-,O,-,O,-,O,O
9302,urn:cts:latinLit:phi0978.phi001:4.22.1,179,call,899,O,-,O,-,O,-,O,O
9303,urn:cts:latinLit:phi0978.phi001:4.22.1,180,it,904,O,-,O,-,O,-,O,O
9304,urn:cts:latinLit:phi0978.phi001:4.22.1,181,Ophiussa,907,B-MISC,0.7383071184158325,B-LOC,0.999778687953949,B-LOC,0.9999297857284546,B-PERSON,B-LOC
9305,urn:cts:latinLit:phi0978.phi001:4.22.1,182,.,915,O,-,O,-,O,-,O,O
9306,urn:cts:latinLit:phi0978.phi001:4.22.1,183,The,917,O,-,O,-,O,-,O,O
9307,urn:cts:latinLit:phi0978.phi001:4.22.1,184,other,921,O,-,O,-,O,-,O,O
9308,urn:cts:latinLit:phi0978.phi001:4.22.1,185,islands,927,O,-,O,-,O,-,O,O
9309,urn:cts:latinLit:phi0978.phi001:4.22.1,186,are,935,O,-,O,-,O,-,O,O
9310,urn:cts:latinLit:phi0978.phi001:4.22.1,187,",",938,O,-,O,-,O,-,O,O
9311,urn:cts:latinLit:phi0978.phi001:4.22.1,188,Myconos,940,B-MISC,0.8667216300964355,B-LOC,0.9980731010437012,B-LOC,0.9980980753898621,B-ORG,B-GPE
9312,urn:cts:latinLit:phi0978.phi001:4.22.1,189,",",947,O,-,O,-,O,-,O,O
9313,urn:cts:latinLit:phi0978.phi001:4.22.1,190,with,949,O,-,O,-,O,-,O,O
9314,urn:cts:latinLit:phi0978.phi001:4.22.1,191,the,954,O,-,O,-,O,-,O,O
9315,urn:cts:latinLit:phi0978.phi001:4.22.1,192,mountain,958,O,-,O,-,O,-,O,O
9316,urn:cts:latinLit:phi0978.phi001:4.22.1,193,of,967,O,-,O,-,O,-,O,O
9317,urn:cts:latinLit:phi0978.phi001:4.22.1,194,Dimastus,970,B-LOC,0.8451232314109802,B-LOC,0.9971718192100525,B-LOC,0.9999574422836304,B-ORG,B-LOC
9318,urn:cts:latinLit:phi0978.phi001:4.22.1,195,",",978,O,-,O,-,O,-,O,O
9319,urn:cts:latinLit:phi0978.phi001:4.22.1,196,distant,980,O,-,O,-,O,-,O,O
9320,urn:cts:latinLit:phi0978.phi001:4.22.1,197,from,988,O,-,O,-,O,-,O,O
9321,urn:cts:latinLit:phi0978.phi001:4.22.1,198,Delos,993,B-LOC,0.9122885465621948,B-LOC,0.9999798536300659,B-LOC,0.9999896287918091,B-PERSON,B-GPE
9322,urn:cts:latinLit:phi0978.phi001:4.22.1,199,fifteen,999,O,-,O,-,O,-,B-QUANTITY,B-QUANTITY
9323,urn:cts:latinLit:phi0978.phi001:4.22.1,200,miles,1007,O,-,O,-,O,-,I-QUANTITY,I-QUANTITY
9324,urn:cts:latinLit:phi0978.phi001:4.22.1,201,;,1012,O,-,O,-,O,-,O,O
9325,urn:cts:latinLit:phi0978.phi001:4.22.1,202,Siphnos,1014,B-MISC,0.7002661824226379,B-LOC,0.99916672706604,B-LOC,0.999030351638794,B-PERSON,B-GPE
9326,urn:cts:latinLit:phi0978.phi001:4.22.1,203,",",1021,O,-,O,-,O,-,O,O
9327,urn:cts:latinLit:phi0978.phi001:4.22.1,204,formerly,1023,O,-,O,-,O,-,O,O
9328,urn:cts:latinLit:phi0978.phi001:4.22.1,205,called,1032,O,-,O,-,O,-,O,O
9329,urn:cts:latinLit:phi0978.phi001:4.22.1,206,Meropia,1039,B-LOC,0.5781114101409912,B-LOC,0.9979605674743652,B-LOC,0.9974623918533325,B-PERSON,B-LOC
9330,urn:cts:latinLit:phi0978.phi001:4.22.1,207,and,1047,O,-,O,-,O,-,O,O
9331,urn:cts:latinLit:phi0978.phi001:4.22.1,208,Acis,1051,B-MISC,0.6995742917060852,B-LOC,0.999515175819397,B-LOC,0.9995168447494507,B-PERSON,B-LOC
9332,urn:cts:latinLit:phi0978.phi001:4.22.1,209,",",1055,O,-,O,-,O,-,O,O
9333,urn:cts:latinLit:phi0978.phi001:4.22.1,210,twenty-eight,1057,O,-,O,-,O,-,B-QUANTITY,B-QUANTITY
9334,urn:cts:latinLit:phi0978.phi001:4.22.1,211,miles,1070,O,-,O,-,O,-,I-QUANTITY,I-QUANTITY
9335,urn:cts:latinLit:phi0978.phi001:4.22.1,212,in,1076,O,-,O,-,O,-,O,O
9336,urn:cts:latinLit:phi0978.phi001:4.22.1,213,circumference,1079,O,-,O,-,O,-,O,O
9337,urn:cts:latinLit:phi0978.phi001:4.22.1,214,;,1092,O,-,O,-,O,-,O,O
9338,urn:cts:latinLit:phi0978.phi001:4.22.1,215,Seriphos,1094,B-MISC,0.943722128868103,B-LOC,0.9994298815727234,B-LOC,0.9995933175086975,B-ORG,B-GPE
9339,urn:cts:latinLit:phi0978.phi001:4.22.1,216,",",1102,O,-,O,-,O,-,O,O
9340,urn:cts:latinLit:phi0978.phi001:4.22.1,217,twelve,1104,O,-,O,-,O,-,B-QUANTITY,B-QUANTITY
9341,urn:cts:latinLit:phi0978.phi001:4.22.1,218,miles,1111,O,-,O,-,O,-,I-QUANTITY,I-QUANTITY
9342,urn:cts:latinLit:phi0978.phi001:4.22.1,219,in,1117,O,-,O,-,O,-,O,O
9343,urn:cts:latinLit:phi0978.phi001:4.22.1,220,circuit,1120,O,-,O,-,O,-,O,O
9344,urn:cts:latinLit:phi0978.phi001:4.22.1,221,;,1127,O,-,O,-,O,-,O,O
9345,urn:cts:latinLit:phi0978.phi001:4.22.1,222,Prepesinthus,1129,B-MISC,0.7832176685333252,B-LOC,0.9997462630271912,B-LOC,0.9997612833976746,B-NORP,B-GPE
9346,urn:cts:latinLit:phi0978.phi001:4.22.1,223,;,1141,O,-,O,-,O,-,O,O
9347,urn:cts:latinLit:phi0978.phi001:4.22.1,224,Cythnos,1143,B-MISC,0.9956436157226562,B-LOC,0.999752938747406,B-LOC,0.9997512698173523,B-ORG,B-GPE
9348,urn:cts:latinLit:phi0978.phi001:4.22.1,225,;,1150,O,-,O,-,O,-,O,O
9349,urn:cts:latinLit:phi0978.phi001:4.22.1,226,and,1152,O,-,O,-,O,-,O,O
9350,urn:cts:latinLit:phi0978.phi001:4.22.1,227,then,1156,O,-,O,-,O,-,O,O
9351,urn:cts:latinLit:phi0978.phi001:4.22.1,228,",",1160,O,-,O,-,O,-,O,O
9352,urn:cts:latinLit:phi0978.phi001:4.22.1,229,by,1162,O,-,O,-,O,-,O,O
